1,2.52783,16.1916
1,0.946406,17.231
1,-0.824338,18.2531
1,-2.81472,19.2582
1,-5.06513,20.2475
1,-7.63002,21.2228
1,-10.5846,22.1869
1,-14.0351,23.1439
1,-18.1363,24.0998
1,-23.1222,25.0637
1,-29.3623,26.0485
1,-37.4739,27.0748
1,-48.5682,28.1748
1,-64.8549,29.4044
1,-91.4124,30.8691
1,-142.89,32.8041
1,-284.318,35.9183
1,-1772.6,45.5043
1,-521.867,-38.8636
1,-193.974,-34.1629
1,-112.918,-31.7785
1,-76.6607,-30.1168
1,-56.0637,-28.7848
1,-42.6943,-27.6275
1,-33.2384,-26.5685
1,-26.1376,-25.5655
1,-20.566,-24.5929
1,-16.0466,-23.6342
1,-12.2855,-22.6787
1,-9.09217,-21.7189
1,-6.33831,-20.7498
1,-3.93439,-19.7679
1,-1.81632,-18.7711
1,0.062806,-17.7578
1,1.73812,-16.7274
1,3.23616,-15.6794
1,4.57738,-14.6141
1,5.77767,-13.5318
1,6.84948,-12.4332
1,7.80274,-11.3191
1,8.64526,-10.1906
1,9.38328,-9.04889
1,10.0218,-7.8952
1,10.5648,-6.73095
1,11.0155,-5.55755
1,11.3762,-4.37656
1,11.6488,-3.18955
1,11.8347,-1.99812
1,11.9348,-0.803942
1,11.9495,0.391377
1,11.8789,1.58615
1,11.7227,2.77872
1,11.4802,3.96744
1,11.15,5.15067
1,10.7307,6.32686
1,10.2199,7.49445
1,9.61471,8.65196
1,8.91153,9.79797
1,8.10573,10.9311
1,7.1915,12.0503
1,6.1616,13.1544
1,5.00691,14.2424
1,3.71594,15.3136
1,2.27411,16.3676
1,0.662641,17.4041
1,-1.14269,18.4232
1,-3.17368,19.4256
1,-5.47269,20.4124
1,-8.0971,21.3856
1,-11.1265,22.3482
1,-14.674,23.3045
1,-18.9049,24.2611
1,-24.071,25.2273
1,-30.5731,26.2175
1,-39.0892,27.2534
1,-50.8567,28.3705
1,-68.388,29.6302
1,-97.6356,31.1517
1,-156.696,33.2105
1,-335.879,36.7061
1,-6017.88,53.2682
1,-412.435,-37.6975
1,-174.028,-33.6765
1,-105,-31.4646
1,-72.4431,-29.8755
1,-53.4354,-28.5807
1,-40.8866,-27.4439
1,-31.9083,-26.3968
1,-25.11,-25.4004
1,-19.7422,-24.4311
1,-15.3673,-23.4736
1,-11.7129,-22.5178
1,-8.60119,-21.5567
1,-5.91165,-20.5856
1,-3.55969,-19.6014
1,-1.48474,-18.6019
1,0.357966,-17.5857
1,2.0018,-16.5524
1,3.47216,-15.5015
1,4.78869,-14.4333
1,5.96657,-13.3482
1,7.01784,-12.2469
1,7.95197,-11.1303
1,8.7765,-9.99955
1,9.4975,-8.85569
1,10.1197,-7.70014
1,10.647,-6.53423
1,11.0824,-5.35945
1,11.4281,-4.17736
1,11.6861,-2.98946
1,11.8575,-1.79748
1,11.9432,-0.602973
1,11.9436,0.592371
1,11.8587,1.78687
1,11.688,2.97893
1,11.4308,4.16682
1,11.0858,5.34899
1,10.6513,6.52385
1,10.1248,7.68982
1,9.50343,8.84551
1,8.78336,9.98944
1,7.95976,11.1204
1,7.02663,12.2371
1,5.97646,13.3385
1,4.79971,14.4237
1,3.48451,15.4921
1,2.01557,16.5431
1,0.373378,17.5767
1,-1.46739,18.5929
1,-3.54018,19.5926
1,-5.88936,20.5769
1,-8.57562,21.5481
1,-11.6831,22.5093
1,-15.332,23.4651
1,-19.6996,24.4226
1,-25.0568,25.3917
1,-31.8398,26.3877
1,-40.794,27.4343
1,-53.3015,28.57
1,-72.2314,29.8631
1,-104.608,31.4485
1,-173.079,33.6521
1,-407.84,37.6427
1,-6792.75,-54.0949
1,-339.081,-36.7514
1,-157.492,-33.233
1,-97.9835,-31.167
1,-68.5828,-29.6423
1,-50.9817,-28.3809
1,-39.1769,-27.2629
1,-30.6386,-26.2265
1,-24.122,-25.236
1,-18.9462,-24.2696
1,-14.7082,-23.313
1,-11.1556,-22.3567
1,-8.12211,-21.3942
1,-5.49444,-20.4211
1,-3.19284,-19.4344
1,-1.15967,-18.4322
1,0.647504,-17.4132
1,2.26056,-16.3769
1,3.70384,-15.3231
1,4.99608,-14.252
1,6.15192,-13.1641
1,7.18287,-12.0602
1,8.09809,-10.9412
1,8.90484,-9.80808
1,9.60891,-8.66218
1,10.2149,-7.50477
1,10.7266,-6.33728
1,11.1467,-5.16116
1,11.4776,-3.97797
1,11.721,-2.78929
1,11.8779,-1.59674
1,11.9493,-0.402002
1,11.9353,0.793319
1,11.836,1.98754
1,11.6508,3.179
1,11.379,4.36606
1,11.0191,5.54709
1,10.5692,6.72055
1,10.0271,7.88491
1,9.38938,9.03871
1,8.65225,10.1806
1,7.81071,11.3091
1,6.85847,12.4233
1,5.78772,13.5221
1,4.58862,14.6046
1,3.24872,15.67
1,1.75218,16.7181
1,0.0785513,17.7487
1,-1.79867,18.7621
1,-3.91443,19.7591
1,-6.31556,20.7411
1,-9.06591,21.7103
1,-12.2548,22.6702
1,-16.0102,23.6258
1,-20.5218,24.5844
1,-26.0823,25.5568
1,-33.1665,26.5594
1,-42.5962,27.6177
1,-55.9203,28.7739
1,-76.4285,30.1038
1,-112.475,31.7615
1,-192.817,34.136
1,-514.765,38.7949
1,-1845.6,-45.7403
1,-286.668,-35.9569
1,-143.564,-32.8248
1,-91.7246,-30.8837
1,-65.0346,-29.4162
1,-48.6852,-28.185
1,-37.557,-27.0841
1,-29.4248,-26.0574
1,-23.1715,-25.0723
1,-18.1763,-24.1084
1,-14.0683,-23.1524
1,-10.6128,-22.1954
1,-7.65438,-21.2314
1,-5.08645,-20.2562
1,-2.83351,-19.267
1,-0.840976,-18.262
1,0.931571,-17.2402
1,2.51456,-16.2009
1,3.93123,-15.1442
1,5.19961,-14.0702
1,6.33372,-12.9796
1,7.34465,-11.8731
1,8.24117,-10.7516
1,9.03026,-9.61627
1,9.71755,-8.46834
