1,2.11965,13.5771
1,0.793569,14.4483
1,-0.691197,15.305
1,-2.36004,16.1473
1,-4.24681,16.9763
1,-6.39712,17.7935
1,-8.87393,18.6012
1,-11.7663,19.4027
1,-15.2039,20.2032
1,-19.3827,21.0101
1,-24.6121,21.8345
1,-31.4093,22.6931
1,-40.7048,23.6132
1,-54.3494,24.6413
1,-76.5954,25.8655
1,-119.708,27.4821
1,-238.125,30.0827
1,-1483.48,38.0825
1,-436.971,-32.5414
1,-162.484,-28.6169
1,-94.6075,-26.6254
1,-64.239,-25.2368
1,-46.9846,-24.1233
1,-35.7835,-23.1555
1,-27.8602,-22.2695
1,-21.9098,-21.4302
1,-17.2403,-20.616
1,-13.4524,-19.8134
1,-10.2998,-19.0131
1,-7.62287,-18.2091
1,-5.31422,-17.3972
1,-3.29881,-16.5745
1,-1.52295,-15.7391
1,0.0526626,-14.8899
1,1.45744,-14.0262
1,2.71363,-13.1477
1,3.83836,-12.2546
1,4.84494,-11.3472
1,5.74381,-10.4262
1,6.54327,-9.49205
1,7.24988,-8.54582
1,7.86887,-7.58845
1,8.40442,-6.62101
1,8.85987,-5.6447
1,9.23784,-4.6607
1,9.54039,-3.67031
1,9.76906,-2.67486
1,9.925,-1.67569
1,10.0089,-0.674214
1,10.0213,0.328223
1,9.96208,1.3302
1,9.83106,2.33033
1,9.6276,3.32722
1,9.35071,4.31949
1,8.99898,5.30584
1,8.57054,6.28496
1,8.06297,7.2556
1,7.47321,8.21658
1,6.79739,9.16675
1,6.03065,10.1051
1,5.16691,11.0308
1,4.19856,11.943
1,3.11596,12.8411
1,1.90689,13.7246
1,0.555627,14.5934
1,-0.958125,15.4476
1,-2.66101,16.2876
1,-4.58851,17.1145
1,-6.78869,17.9299
1,-9.32827,18.7362
1,-12.3018,19.5372
1,-15.8481,20.3382
1,-20.1778,21.1472
1,-25.6268,21.9758
1,-32.7628,22.8426
1,-42.6222,23.7769
1,-57.3091,24.8301
1,-81.8077,26.1016
1,-131.269,27.8216
1,-281.29,30.7404
1,-5033.81,44.5575
1,-345.375,-31.568
1,-145.783,-28.2108
1,-87.9756,-26.3631
1,-60.706,-25.0352
1,-44.7827,-23.9527
1,-34.2688,-23.002
1,-26.7456,-22.1259
1,-21.0486,-21.292
1,-16.5499,-20.4806
1,-12.883,-19.6788
1,-9.81979,-18.8783
1,-7.21127,-18.0732
1,-4.95652,-17.2597
1,-2.98465,-16.4349
1,-1.24492,-15.5973
1,0.300155,-14.7457
1,1.67855,-13.8795
1,2.91153,-12.9986
1,4.01557,-12.103
1,5.00336,-11.1933
1,5.885,-10.27
1,6.66843,-9.33376
1,7.35996,-8.3856
1,7.96466,-7.42644
1,8.48653,-6.45744
1,8.92878,-5.47973
1,9.29394,-4.49457
1,9.58397,-3.50325
1,9.80035,-2.50706
1,9.94413,-1.50743
1,10.016,-0.505674
1,10.0163,0.496783
1,9.94509,1.49853
1,9.80194,2.49823
1,9.58621,3.49442
1,9.29684,4.4858
1,8.93235,5.47103
1,8.4908,6.44879
1,7.96964,7.4179
1,7.36571,8.37712
1,6.67496,9.3254
1,5.89237,10.2617
1,5.01165,11.1852
1,4.0248,12.095
1,2.92189,12.9907
1,1.6901,13.8717
1,0.313078,14.738
1,-1.23038,15.5898
1,-2.9683,16.4276
1,-4.93784,17.2524
1,-7.18984,18.066
1,-9.79483,18.8712
1,-12.8534,19.6717
1,-16.5142,20.4734
1,-21.004,21.2847
1,-26.6883,22.1183
1,-34.1913,22.9939
1,-44.6705,23.9437
1,-60.5286,25.0247
1,-87.6473,26.3496
1,-144.988,28.1904
1,-341.528,31.5223
1,-5681.68,-45.2468
1,-283.971,-30.7783
1,-131.936,-27.8403
1,-82.0992,-26.1144
1,-57.4723,-24.8402
1,-42.727,-23.7856
1,-32.8363,-22.8505
1,-25.6817,-21.9834
1,-20.2206,-21.1544
1,-15.8827,-20.3453
1,-12.3306,-19.5443
1,-9.35259,-18.7434
1,-6.80965,-17.9371
1,-4.60674,-17.1218
1,-2.67707,-16.295
1,-0.972368,-15.4551
1,0.542935,-14.601
1,1.89553,-13.7324
1,3.10581,-12.849
1,4.18948,-11.951
1,5.1588,-11.039
1,6.02341,-10.1134
1,6.79098,-9.17515
1,7.4676,-8.22505
1,8.0581,-7.26417
1,8.56639,-6.29361
1,8.99551,-5.31458
1,9.34792,-4.32828
1,9.62547,-3.33604
1,9.82958,-2.33919
1,9.96124,-1.33908
1,10.0211,-0.337133
1,10.0094,0.665305
1,9.92606,1.66682
1,9.77077,2.66601
1,9.54274,3.6615
1,9.24086,4.65192
1,8.86356,5.63598
1,8.40881,6.61239
1,7.87398,7.57991
1,7.25575,8.53738
1,6.54996,9.4837
1,5.75134,10.4179
1,4.85337,11.3391
1,3.84779,12.2466
1,2.72416,13.1399
1,1.46923,14.0184
1,0.0658651,14.8823
1,-1.50814,15.7316
1,-3.28207,16.5671
1,-5.29514,17.3899
1,-7.60086,18.2019
1,-10.2741,19.006
1,-13.4219,19.8063
1,-17.2033,20.6089
1,-21.8635,21.4229
1,-27.7999,22.2619
1,-35.7012,23.1473
1,-46.8645,24.1142
1,-64.0445,25.226
1,-94.2364,26.6112
1,-161.516,28.5945
1,-431.027,32.484
1,-1544.55,-38.2793
1,-240.093,-30.1149
1,-120.272,-27.4994
1,-76.8568,-25.8777
1,-54.4999,-24.6512
1,-40.8029,-23.6218
1,-31.4789,-22.701
1,-24.6645,-21.8419
1,-19.424,-21.0174
1,-15.2374,-20.2104
1,-11.7942,-19.4098
1,-8.8976,-18.6083
1,-6.41754,-17.8007
1,-4.26469,-16.9837
1,-2.3758,-16.1547
1,-0.705148,-15.3125
1,0.781129,-14.456
1,2.10853,-13.5849
1,3.2965,-12.699
1,4.36016,-11.7987
1,5.31127,-10.8843
1,6.15908,-9.95652
1,6.91097,-9.01618
1,7.57279,-8.06421
1,8.14923,-7.10163
1,8.644,-6.12955
1,9.06008,-5.1492
1,9.39978,-4.16181
1,9.66489,-3.16872
1,9.85676,-2.17122
1,9.97631,-1.17071
1,10.0241,-0.16856
1,10.0004,0.83382
1,9.905,1.83502
1,9.73754,2.83368
1,9.49718,3.82842
1,9.18274,4.81788
1,8.79257,5.80074
1,8.32457,6.77572
1,7.77597,7.74163
1,7.14333,8.6973
1,6.42231,9.64166
1,5.60749,10.5738
1,4.69207,11.4927
1,3.66744,12.3978
1,2.52275,13.2886
1,1.24416,14.1647
1,-0.186185,15.0261
1,-1.7915,15.873
1,-3.60257,16.7063
1,-5.66064,17.5271
1,-8.02224,18.3376
1,-10.7666,19.1407
1,-14.008,19.9408
1,-17.917,20.7447
1,-22.7583,21.5618
1,-28.966,22.4068
1,-37.3007,23.3029
1,-49.2204,24.2887
1,-67.9006,25.4346
1,-101.727,26.8882
1,-181.802,29.0419
1,-576.785,33.7262
