1,2.4571,15.7385
1,0.917709,16.7085
1,-0.797214,17.6525
1,-2.7141,18.5697
1,-4.86816,19.4601
1,-7.30685,20.3239
1,-10.0956,21.162
1,-13.3267,21.9758
1,-17.1342,22.7682
1,-21.7199,23.5436
1,-27.4011,24.3087
1,-34.7049,25.0742
1,-44.5735,25.8575
1,-58.8646,26.6884
1,-81.8017,27.6236
1,-125.396,28.7879
1,-241.828,30.5504
1,-1384.8,35.5493
1,-431.581,-32.1399
1,-167.897,-29.5702
1,-100.13,-28.1794
1,-69.1092,-27.1501
1,-51.1761,-26.2754
1,-39.3643,-25.4726
1,-30.9017,-24.7007
1,-24.4727,-23.9371
1,-19.3745,-23.168
1,-15.1984,-22.385
1,-11.6917,-21.5826
1,-8.68961,-20.7573
1,-6.08083,-19.9068
1,-3.78756,-19.0301
1,-1.75397,-18.1267
1,0.0608203,-17.1964
1,1.68744,-16.2397
1,3.14903,-15.2573
1,4.46338,-14.2501
1,5.6443,-13.2194
1,6.70259,-12.1665
1,7.64681,-11.0929
1,8.48369,-10.0002
1,9.21861,-8.89009
1,9.85583,-7.76443
1,10.3987,-6.62512
1,10.85,-5.47405
1,11.2116,-4.31325
1,11.4852,-3.14475
1,11.6719,-1.97063
1,11.7725,-0.793007
1,11.7873,0.386063
1,11.7163,1.56444
1,11.5594,2.74001
1,11.3159,3.91069
1,10.9848,5.07435
1,10.5647,6.22901
1,10.0537,7.37262
1,9.44941,8.50321
1,8.74865,9.61889
1,7.94752,10.7178
1,7.04104,11.7982
1,6.02297,12.8584
1,4.88547,13.897
1,3.61857,14.9124
1,2.20962,15.9034
1,0.642271,16.8691
1,-1.10456,17.8086
1,-3.05862,18.7213
1,-5.25682,19.6072
1,-7.74915,20.4666
1,-10.6049,21.3004
1,-13.9221,22.1104
1,-17.844,22.8997
1,-22.5876,23.6728
1,-28.4968,24.437
1,-36.1498,25.204
1,-46.5944,25.9928
1,-61.9394,26.8362
1,-87.125,27.7982
1,-136.945,29.0244
1,-283.497,30.9816
1,-4440.83,39.3087
1,-344.824,-31.5177
1,-151.375,-29.2929
1,-93.403,-27.9894
1,-65.4589,-26.9953
1,-48.8663,-26.1368
1,-37.7542,-25.3414
1,-29.7027,-24.5722
1,-23.5362,-23.8084
1,-18.6161,-23.0375
1,-14.5673,-22.2516
1,-11.1551,-21.4455
1,-8.22587,-20.616
1,-5.67493,-19.7613
1,-3.4287,-18.8801
1,-1.43447,-17.9721
1,0.346802,-17.0373
1,1.94422,-16.0762
1,3.3799,-15.0896
1,4.67096,-14.0784
1,5.83056,-13.0439
1,6.86914,-11.9874
1,7.79488,-10.9104
1,8.61426,-9.8147
1,9.3325,-8.70184
1,9.95363,-7.57377
1,10.4809,-6.43232
1,10.917,-5.27948
1,11.2637,-4.11726
1,11.5227,-2.94765
1,11.6948,-1.77281
1,11.7809,-0.594779
1,11.7813,0.584322
1,11.696,1.76235
1,11.5246,2.93727
1,11.2664,4.10689
1,10.9205,5.26921
1,10.4852,6.42214
1,9.95872,7.56368
1,9.33842,8.69192
1,8.62109,9.80488
1,7.80261,10.9008
1,6.87784,11.9779
1,5.84031,13.0346
1,4.68179,14.0694
